🛰️央衛頻道,#genre#
鬼吹灯之怒晴湘西,https://live.ottiptv.cc/huya/11602075
鬼吹灯之龙岭迷窟,https://live.ottiptv.cc/huya/29465863
鬼吹灯之云南虫谷,https://live.ottiptv.cc/huya/11352898
楚汉骄雄,https://live.ottiptv.cc/huya/23740156
封神榜,https://live.ottiptv.cc/huya/23749096
西游记1,https://live.ottiptv.cc/huya/23728660
西游记2,https://live.ottiptv.cc/huya/23735126
天龙八部,https://live.ottiptv.cc/huya/23903123
鹿鼎记,https://live.ottiptv.cc/huya/23865080
寻秦记,https://live.ottiptv.cc/huya/23864973
大唐双龙传,https://live.ottiptv.cc/huya/23728674
神雕侠侣,https://live.ottiptv.cc/huya/23865171
射雕英雄传,https://live.ottiptv.cc/huya/23824164
倚天屠龙记,https://live.ottiptv.cc/huya/23734246
笑傲江湖,https://live.ottiptv.cc/huya/23865142
刑事侦缉档案,https://live.ottiptv.cc/huya/23734169
法政先锋,https://live.ottiptv.cc/huya/23863804
洗冤录,https://live.ottiptv.cc/huya/23903130
陀枪师姐,https://live.ottiptv.cc/huya/23860039
使徒行者,https://live.ottiptv.cc/huya/23734256
鉴证实录,https://live.ottiptv.cc/huya/23903183
金枝欲孽,https://live.ottiptv.cc/huya/23865036
扫黄先锋,https://live.ottiptv.cc/huya/23903196
创世纪,https://live.ottiptv.cc/huya/23749083
妙手仁心,https://live.ottiptv.cc/huya/23829543
大时代,https://live.ottiptv.cc/huya/23865161
野蛮亲家,https://live.ottiptv.cc/huya/23863796
笑看风云,https://live.ottiptv.cc/huya/23865058
哆啦A梦,https://live.ottiptv.cc/huya/11601963
猫和老鼠,https://live.ottiptv.cc/huya/11352879
刘德华电影,https://live.ottiptv.cc/huya/11342424
古天乐电影,https://live.ottiptv.cc/huya/29982675
李连杰电影,https://live.ottiptv.cc/huya/11342390
甄子丹电影,https://live.ottiptv.cc/huya/11352935
狄仁杰系列,https://live.ottiptv.cc/huya/30080229
沈腾电影,https://live.ottiptv.cc/huya/11601968
黄渤电影,https://live.ottiptv.cc/huya/11352876
强森电影,https://live.ottiptv.cc/huya/21059581
王晶电影,https://live.ottiptv.cc/huya/11602058
金庸武侠,https://live.ottiptv.cc/huya/11342435
功夫电影,https://live.ottiptv.cc/huya/11352941
贺岁电影,https://live.ottiptv.cc/huya/11601986
雪豹,https://live.ottiptv.cc/huya/29580970
士兵突击,https://live.ottiptv.cc/huya/11342430
笑傲江湖,https://live.ottiptv.cc/huya/26355790
神雕侠侣,https://live.ottiptv.cc/huya/11352964
倚天屠龙记,https://live.ottiptv.cc/huya/11342403
铁齿铜牙纪晓岚,https://live.ottiptv.cc/huya/11342396
康熙王朝,https://live.ottiptv.cc/huya/11352940
庆余年,https://live.ottiptv.cc/huya/11352960
鬼吹灯之精绝古城,https://live.ottiptv.cc/huya/11352871
鬼吹灯之怒晴湘西,https://live.ottiptv.cc/huya/11602075
鬼吹灯之龙岭迷窟,https://live.ottiptv.cc/huya/29465863
鬼吹灯之云南虫谷,https://live.ottiptv.cc/huya/11352898
家有儿女,https://live.ottiptv.cc/huya/30335591
楚汉骄雄,https://live.ottiptv.cc/huya/23740156
封神榜,https://live.ottiptv.cc/huya/23749096
西游记1,https://live.ottiptv.cc/huya/23728660
西游记2,https://live.ottiptv.cc/huya/23735126
天龙八部,https://live.ottiptv.cc/huya/23903123
鹿鼎记,https://live.ottiptv.cc/huya/23865080
寻秦记,https://live.ottiptv.cc/huya/23864973
大唐双龙传,https://live.ottiptv.cc/huya/23728674
神雕侠侣,https://live.ottiptv.cc/huya/23865171
射雕英雄传,https://live.ottiptv.cc/huya/23824164
倚天屠龙记,https://live.ottiptv.cc/huya/23734246
笑傲江湖,https://live.ottiptv.cc/huya/23865142
刑事侦缉档案,https://live.ottiptv.cc/huya/23734169
法政先锋,https://live.ottiptv.cc/huya/23863804
洗冤录,https://live.ottiptv.cc/huya/23903130
陀枪师姐,https://live.ottiptv.cc/huya/23860039
使徒行者,https://live.ottiptv.cc/huya/23734256
鉴证实录,https://live.ottiptv.cc/huya/23903183
金枝欲孽,https://live.ottiptv.cc/huya/23865036
扫黄先锋,https://live.ottiptv.cc/huya/23903196
创世纪,https://live.ottiptv.cc/huya/23749083
妙手仁心,https://live.ottiptv.cc/huya/23829543
大时代,https://live.ottiptv.cc/huya/23865161
野蛮亲家,https://live.ottiptv.cc/huya/23863796
笑看风云,https://live.ottiptv.cc/huya/23865058
哆啦A梦,https://live.ottiptv.cc/huya/11601963
猫和老鼠,https://live.ottiptv.cc/huya/11352879
喜羊羊与灰太狼,https://live.ottiptv.cc/huya/23865080
刘德华电影,https://live.ottiptv.cc/huya/11342424
古天乐电影,https://live.ottiptv.cc/huya/29982675
李连杰电影,https://live.ottiptv.cc/huya/11342390
甄子丹电影,https://live.ottiptv.cc/huya/11352935
狄仁杰系列,https://live.ottiptv.cc/huya/30080229
黄渤电影,https://live.ottiptv.cc/huya/11352876
王晶电影,https://live.ottiptv.cc/huya/11602058
金庸武侠,https://live.ottiptv.cc/huya/11342435
功夫电影,https://live.ottiptv.cc/huya/11352941
贺岁电影,https://live.ottiptv.cc/huya/11601986
雪豹,https://live.ottiptv.cc/huya/29580970
士兵突击,https://live.ottiptv.cc/huya/11342430
神雕侠侣,https://live.ottiptv.cc/huya/11352964
倚天屠龙记,https://live.ottiptv.cc/huya/11342403
铁齿铜牙纪晓岚,https://live.ottiptv.cc/huya/11342396
康熙王朝,https://live.ottiptv.cc/huya/11352940
庆余年,https://live.ottiptv.cc/huya/11352960
鬼吹灯之精绝古城,https://live.ottiptv.cc/huya/11352871
鬼吹灯之怒晴湘西,https://live.ottiptv.cc/huya/11602075
鬼吹灯之龙岭迷窟,https://live.ottiptv.cc/huya/29465863
鬼吹灯之云南虫谷,https://live.ottiptv.cc/huya/11352898
乌龙闯情关,https://live.ottiptv.cc/huya/26355767
家有儿女,https://live.ottiptv.cc/huya/30335591
永夜星河,https://live.ottiptv.cc/huya/23734169
柳舟计,https://live.ottiptv.cc/huya/23860039
玫瑰的故事,https://live.ottiptv.cc/huya/23865142
梦中的那片海,https://live.ottiptv.cc/huya/26355765
大秦赋,https://live.ottiptv.cc/huya/23903130
唐诡之西行,https://live.ottiptv.cc/huya/26355763
楚汉骄雄,https://live.ottiptv.cc/huya/29465854
封神榜,https://live.ottiptv.cc/huya/29465849
西游记1,https://live.ottiptv.cc/huya/23728660
西游记2,https://live.ottiptv.cc/huya/29465859
寻秦记,https://live.ottiptv.cc/huya/29465848
大唐双龙传,https://live.ottiptv.cc/huya/23728674
神雕侠侣,https://live.ottiptv.cc/huya/23865171
射雕英雄传,https://live.ottiptv.cc/huya/23824164
法政先锋,https://live.ottiptv.cc/huya/23863804
洗冤录,https://live.ottiptv.cc/huya/29465851
陀枪师姐,https://live.ottiptv.cc/huya/29465857
使徒行者,https://live.ottiptv.cc/huya/23734256
鉴证实录,https://live.ottiptv.cc/huya/23903183
金枝欲孽,https://live.ottiptv.cc/huya/23865036
扫黄先锋,https://live.ottiptv.cc/huya/29465855
创世纪,https://live.ottiptv.cc/huya/29465852
妙手仁心,https://live.ottiptv.cc/huya/29465853
大时代,https://live.ottiptv.cc/huya/23865161
笑看风云,https://live.ottiptv.cc/huya/29465858
创世纪,https://live.ottiptv.cc/huya/23749083
妙手仁心,https://live.ottiptv.cc/huya/23829543
大时代,https://live.ottiptv.cc/huya/23865161
野蛮亲家,https://live.ottiptv.cc/huya/23863796
笑看风云,https://live.ottiptv.cc/huya/23865058
哆啦A梦,https://live.ottiptv.cc/huya/11601963
猫和老鼠,https://live.ottiptv.cc/huya/11352879
喜羊羊与灰太狼,https://live.ottiptv.cc/huya/23865080
刘德华电影,https://live.ottiptv.cc/huya/11342424
古天乐电影,https://live.ottiptv.cc/huya/29982675
李连杰电影,https://live.ottiptv.cc/huya/11342390
甄子丹电影,https://live.ottiptv.cc/huya/11352935
狄仁杰系列,https://live.ottiptv.cc/huya/30080229
黄渤电影,https://live.ottiptv.cc/huya/11352876
王晶电影,https://live.ottiptv.cc/huya/11602058
金庸武侠,https://live.ottiptv.cc/huya/11342435
功夫电影,https://live.ottiptv.cc/huya/11352941
贺岁电影,https://live.ottiptv.cc/huya/11601986
雪豹,https://live.ottiptv.cc/huya/29580970
士兵突击,https://live.ottiptv.cc/huya/11342430
神雕侠侣,https://live.ottiptv.cc/huya/11352964
倚天屠龙记,https://live.ottiptv.cc/huya/11342403
铁齿铜牙纪晓岚,https://live.ottiptv.cc/huya/11342396
康熙王朝,https://live.ottiptv.cc/huya/11352940
庆余年,https://live.ottiptv.cc/huya/11352960
鬼吹灯之精绝古城,https://live.ottiptv.cc/huya/11352871
鬼吹灯之怒晴湘西,https://live.ottiptv.cc/huya/11602075
鬼吹灯之龙岭迷窟,https://live.ottiptv.cc/huya/29465863
鬼吹灯之云南虫谷,https://live.ottiptv.cc/huya/11352898
乌龙闯情关,https://live.ottiptv.cc/huya/26355767
家有儿女,https://live.ottiptv.cc/huya/30335591
永夜星河,https://live.ottiptv.cc/huya/23734169
柳舟计,https://live.ottiptv.cc/huya/23860039
玫瑰的故事,https://live.ottiptv.cc/huya/23865142
梦中的那片海,https://live.ottiptv.cc/huya/26355765
大秦赋,https://live.ottiptv.cc/huya/23903130
唐诡之西行,https://live.ottiptv.cc/huya/26355763
楚汉骄雄,https://live.ottiptv.cc/huya/29465854
封神榜,https://live.ottiptv.cc/huya/29465849
西游记1,https://live.ottiptv.cc/huya/23728660
西游记2,https://live.ottiptv.cc/huya/29465859
寻秦记,https://live.ottiptv.cc/huya/29465848
大唐双龙传,https://live.ottiptv.cc/huya/23728674
神雕侠侣,https://live.ottiptv.cc/huya/23865171
射雕英雄传,https://live.ottiptv.cc/huya/23824164
法政先锋,https://live.ottiptv.cc/huya/23863804
洗冤录,https://live.ottiptv.cc/huya/29465851
陀枪师姐,https://live.ottiptv.cc/huya/29465857
使徒行者,https://live.ottiptv.cc/huya/23734256
鉴证实录,https://live.ottiptv.cc/huya/23903183
金枝欲孽,https://live.ottiptv.cc/huya/23865036
扫黄先锋,https://live.ottiptv.cc/huya/29465855
创世纪,https://live.ottiptv.cc/huya/29465852
妙手仁心,https://live.ottiptv.cc/huya/29465853
大时代,https://live.ottiptv.cc/huya/23865161
笑看风云,https://live.ottiptv.cc/huya/29465858

🎦影视频道,#genre#
放映厅轮播,https://live.ottiptv.cc/huya/11602077
刘德华轮播,https://live.ottiptv.cc/huya/11342424
许冠英轮播,https://live.ottiptv.cc/huya/11601972
李连杰轮播,https://live.ottiptv.cc/huya/11342390
甄子丹轮播,https://live.ottiptv.cc/huya/11352935
周润发轮播,https://live.ottiptv.cc/huya/11342387
周星星轮播,https://live.ottiptv.cc/huya/11336587
洪金宝轮播,https://live.ottiptv.cc/huya/11279251
梁家辉轮播,https://live.ottiptv.cc/huya/11342429
洪金宝轮播,https://live.ottiptv.cc/huya/11279251
五福星轮播,https://live.ottiptv.cc/huya/11282233
古天乐轮播,https://live.ottiptv.cc/huya/11602041
邱淑贞轮播,https://live.ottiptv.cc/huya/11352949
周海媚轮播,https://live.ottiptv.cc/huya/11279247
星爷轮播,https://live.ottiptv.cc/huya/11342412
英叔轮播,https://live.ottiptv.cc/huya/11342421
成龙轮播,https://live.ottiptv.cc/huya/11342386
王晶轮播,https://live.ottiptv.cc/huya/11602058
沈腾轮播,https://live.ottiptv.cc/huya/11601968
黄渤轮播,https://live.ottiptv.cc/huya/11352876
吴京轮播,https://live.ottiptv.cc/huya/11602041
强森轮播,https://live.ottiptv.cc/huya/21059581
玄幻轮播,https://live.ottiptv.cc/huya/11342414
喜剧轮播,https://live.ottiptv.cc/huya/11352877
港片轮播,https://live.ottiptv.cc/huya/11602043
国产轮播,https://live.ottiptv.cc/huya/11352973
漫威轮播,https://live.ottiptv.cc/huya/11602034
宇宙轮播,https://live.ottiptv.cc/huya/11342428
怪兽轮播,https://live.ottiptv.cc/huya/21059577
武侠轮播,https://live.ottiptv.cc/huya/11342427
警匪轮播,https://live.ottiptv.cc/huya/11352886
罪犯轮播,https://live.ottiptv.cc/huya/11352962
枪战轮播,https://live.ottiptv.cc/huya/21059579
盗墓轮播,https://live.ottiptv.cc/huya/21059552
海盗轮播,https://live.ottiptv.cc/huya/21059595
推荐轮播,https://live.ottiptv.cc/huya/11602041
救援轮播,https://live.ottiptv.cc/huya/21059594
热血轮播,https://live.ottiptv.cc/huya/11352934
谍战轮播,https://live.ottiptv.cc/huya/21059585
战争轮播,https://live.ottiptv.cc/huya/21059592
小鬼头轮播,https://live.ottiptv.cc/huya/11352963
陈翔六点频道,https://live.ottiptv.cc/huya/11274154
喜剧专场频道,https://live.ottiptv.cc/huya/11602044
高分动作频道,https://live.ottiptv.cc/huya/11352884
不挤影院频道,https://live.ottiptv.cc/huya/11352897
黑帮斗争频道,https://live.ottiptv.cc/huya/11342419
嫣然影厅频道,https://live.ottiptv.cc/huya/11601977
女神系列频道,https://live.ottiptv.cc/huya/11336571
经典女神频道,https://live.ottiptv.cc/huya/11352909
许氏三杰频道,https://live.ottiptv.cc/huya/11602033
经典港片频道,https://live.ottiptv.cc/huya/11352965
镖行天下频道,https://live.ottiptv.cc/huya/11352969
蘑菇影厅频道,https://live.ottiptv.cc/huya/11601981
搞笑恐怖频道,https://live.ottiptv.cc/huya/11601960
死神来了频道,https://live.ottiptv.cc/huya/11352903
超异能族频道,https://live.ottiptv.cc/huya/21059586
古墓系列频道,https://live.ottiptv.cc/huya/11352913
动作电影频道,https://live.ottiptv.cc/huya/11602077
搞笑喜剧频道,https://live.ottiptv.cc/huya/11342423
欢笑影院频道,https://live.ottiptv.cc/huya/11352894
国产悬疑频道,https://live.ottiptv.cc/huya/11342395
快意江湖频道,https://live.ottiptv.cc/huya/11342435
喜乐影院频道,https://live.ottiptv.cc/huya/21059580
怪兽系列频道,https://live.ottiptv.cc/huya/21059554
杰森斯坦频道,https://live.ottiptv.cc/huya/21059588
寻秦记轮播,https://live.ottiptv.cc/huya/29465848
寻秦记轮播,https://live.ottiptv.cc/huya/29633850
西游记轮播,https://live.ottiptv.cc/huya/29465859
扫黄先锋频道,https://live.ottiptv.cc/huya/29465855
楚汉骄雄频道,https://live.ottiptv.cc/huya/29465854
陀枪师姐频道,https://live.ottiptv.cc/huya/29465857
法证先锋频道,https://live.ottiptv.cc/huya/29465861
刑事侦缉频道,https://live.ottiptv.cc/huya/29465856
笑看风云频道,https://live.ottiptv.cc/huya/29465858
大唐双龙频道,https://live.ottiptv.cc/huya/29465850
洗冤录轮播,https://live.ottiptv.cc/huya/29465851
金枝欲孽频道,https://live.ottiptv.cc/huya/29465847
野蛮奶奶频道,https://live.ottiptv.cc/huya/23863796
创世纪轮播,https://live.ottiptv.cc/huya/29465852
封神榜轮播,https://live.ottiptv.cc/huya/29465849
神雕侠侣频道,https://live.ottiptv.cc/huya/30454429
妙手仁心频道,https://live.ottiptv.cc/huya/29465853
活佛济公频道,https://live.ottiptv.cc/huya/23903123
倚天屠龙频道,https://live.ottiptv.cc/huya/27834853
鹿鼎记98频道,https://live.ottiptv.cc/huya/26355806
小李飞刀频道,https://live.ottiptv.cc/huya/11342417
水月洞天频道,https://live.ottiptv.cc/huya/21059567
绝代双娇频道,https://live.ottiptv.cc/huya/29465867
风云雄霸频道,https://live.ottiptv.cc/huya/21059612
如懿传轮播,https://live.ottiptv.cc/huya/29465868
芈月传轮播,https://live.ottiptv.cc/huya/11352975
延禧攻略频道,https://live.ottiptv.cc/huya/26355864
王子青蛙频道,https://live.ottiptv.cc/huya/11601964
永夜星河频道,https://live.ottiptv.cc/huya/23734169
玫瑰故事频道,https://live.ottiptv.cc/huya/23865142
漫长季节频道,https://live.ottiptv.cc/huya/11342393
梦华录轮播,https://live.ottiptv.cc/huya/11336590
乌龙院闯频道,https://live.ottiptv.cc/huya/26355767
新楚留香频道,https://live.ottiptv.cc/huya/26355848
新楚留香频道,https://live.ottiptv.cc/huya/23863804
无心法师频道,https://live.ottiptv.cc/huya/30080233
征服轮播,https://live.ottiptv.cc/huya/30311494
蜡笔小新频道,https://live.ottiptv.cc/huya/30299353
海绵宝宝频道,https://live.ottiptv.cc/huya/11352919
龙珠轮播,https://live.ottiptv.cc/huya/10279885
叮当全集频道,https://live.ottiptv.cc/huya/11601963
樱桃小丸频道,https://live.ottiptv.cc/huya/11342394
猫和老鼠频道,https://live.ottiptv.cc/huya/11352879
精绝古城频道,https://live.ottiptv.cc/huya/11352871
怒晴湘西频道,https://live.ottiptv.cc/huya/11602075
龙岭迷窟频道,https://live.ottiptv.cc/huya/29465863
云南虫谷频道,https://live.ottiptv.cc/huya/11352898
JJ斗地主频道,https://live.ottiptv.cc/huya/14079954
亮剑轮播,https://live.ottiptv.cc/huya/30080238
民兵葛二频道,https://live.ottiptv.cc/huya/11602072
我的团长频道,https://live.ottiptv.cc/huya/11352910
铁道游击频道,https://live.ottiptv.cc/huya/11352936
铁梨花轮播,https://live.ottiptv.cc/huya/11352912
康熙微服频道,https://live.ottiptv.cc/huya/11342418
御赐仵作频道,https://live.ottiptv.cc/huya/11352948
新水浒传频道,https://live.ottiptv.cc/huya/11342384
开端轮播,https://live.ottiptv.cc/huya/11342397
神探狄仁频道,https://live.ottiptv.cc/huya/11352958
三国演义频道,https://live.ottiptv.cc/huya/11602081
新三国演频道,https://live.ottiptv.cc/huya/11352944
问心轮播,https://live.ottiptv.cc/huya/11352890
家有儿女频道,https://live.ottiptv.cc/huya/29774370
全职高手频道,https://live.ottiptv.cc/huya/11352901
炊事班的频道,https://live.ottiptv.cc/huya/19524135
医馆笑传频道,https://live.ottiptv.cc/huya/11352891
杨光生活频道,https://live.ottiptv.cc/huya/11602085
陈情令轮播,https://live.ottiptv.cc/huya/29465862
神医喜来频道,https://live.ottiptv.cc/huya/11601978
大宋提刑频道,https://live.ottiptv.cc/huya/26355856
鹊刀门传频道,https://live.ottiptv.cc/huya/29805872
白鹿原轮播,https://live.ottiptv.cc/huya/11342416
长相思轮播,https://live.ottiptv.cc/huya/11336593
你是我的频道,https://live.ottiptv.cc/huya/11352920
一代枭雄频道,https://live.ottiptv.cc/huya/11342398
庆余年轮播,https://live.ottiptv.cc/huya/11352960
铁齿铜牙频道,https://live.ottiptv.cc/huya/11342396
镖行天下频道,https://live.ottiptv.cc/huya/11352969
雪中悍刀频道,https://live.ottiptv.cc/huya/11336592
星汉灿烂频道,https://live.ottiptv.cc/huya/11336591
将夜轮播,https://live.ottiptv.cc/huya/11352885
父母爱情频道,https://live.ottiptv.cc/huya/11602071
大染坊轮播,https://live.ottiptv.cc/huya/11602086
地下交通频道,https://live.ottiptv.cc/huya/11342433
邻里一家频道,https://live.ottiptv.cc/huya/11342426
雍正王朝频道,https://live.ottiptv.cc/huya/11342439
士兵突击频道,https://live.ottiptv.cc/huya/11342430
爱情公寓频道,https://live.ottiptv.cc/huya/11336726
电视剧一频道,https://live.ottiptv.cc/huya/29465862
电视剧二频道,https://live.ottiptv.cc/huya/11336591
电视剧三频道,https://live.ottiptv.cc/huya/21059563
电视剧四频道,https://live.ottiptv.cc/huya/26355783
电视剧五频道,https://live.ottiptv.cc/huya/11352912
电视剧六频道,https://live.ottiptv.cc/huya/11352936
电视剧七频道,https://live.ottiptv.cc/huya/21059630
电视剧八频道,https://live.ottiptv.cc/huya/26355775
电视剧九频道,https://live.ottiptv.cc/huya/21059594
电视剧十频道,https://live.ottiptv.cc/huya/11336592
电视剧十一道,https://live.ottiptv.cc/huya/11602088

🎸音乐专区,#genre#
周杰伦精选120首,https://txmov2.a.kwimgs.com/upic/2023/06/18/23/BMjAyMzA2MTgyMzE1MjBfMzQ4MzI0MjA1OF8xMDU4Nzc4MzAzNjZfMF8z_b_B386baa1bb2c0c48626a830ff69393771.mp4
林俊杰精选81首,https://txmov2.a.kwimgs.com/upic/2024/01/09/12/BMjAyNDAxMDkxMjA2MDdfMzQ4MzI0MjA1OF8xMjE2Nzg4Mjk4NTZfMF8z_b_Bc9f7d3b0c4b69136e61d8328a8538bd2.mp4?clientCacheKey=3xajh8b4u5j6uva_b.mp4
潘玮柏精选28首,https://txmov2.a.kwimgs.com/upic/2021/02/18/21/BMjAyMTAyMTgyMTI0MzNfODI4NTk1NTQ0XzQ0NTk2NzM2MDU3XzJfMw==_b_B92f3c6849966ee988590af29cfd9237b.mp4?tag=1-1750435163-std-1-6qxcke5wod-82a7afd374de76aa&clientCacheKey=3xabaxhvbd3me8s_b.mp4
SHE精选40首,https://txmov2.a.kwimgs.com/upic/2023/07/30/19/BMjAyMzA3MzAxOTEyNDhfODI4NTk1NTQ0XzEwOTI2ODgxNTQyOF8yXzM=_b_B1770e5ac950c20cda3df1678ded64cbc.mp4
徐良精选30首,https://alimov2.a.kwimgs.com/upic/2024/05/08/20/BMjAyNDA1MDgyMDAyMjFfMTg1NzcxNTYxOF8xMzE5MDIyNTY0NzNfMl8z_b_B62cb1e50d6a0dea4efc3e6da93662aa4.mp4
许嵩精选30首,https://alimov2.a.kwimgs.com/upic/2020/09/14/21/BMjAyMDA5MTQyMTMzMDdfODI4NTk1NTQ0XzM2MDUzMTE1NjM5XzJfMw==_b_B789c6ea6a87d1b67019f19f16c9f71f7.mp4
汪苏泷精选20首,https://txmov2.a.kwimgs.com/upic/2020/09/30/22/BMjAyMDA5MzAyMjA3NDNfODI4NTk1NTQ0XzM2ODY2MzQxNzg4XzJfMw==_b_Bb726df27e24fda5e4d31b724d84ab8d4.mp4
陶喆精选30首,https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzEzMzhfODM0NDUzMTQ2XzEwOTgxMDA2NzAyNF8wXzM=_b_B5e5a6bf1ef67081a9a226a2f6145ea2d.mp4
陈奕迅精选34首,https://txmov2.a.kwimgs.com/upic/2022/12/22/17/BMjAyMjEyMjIxNzM3NDNfMTg1NzcxNTYxOF85MTcyMjE1NDQzNV8yXzM=_b_B16479ab3769c6fcfed15a06b75c2656e.mp4
邓紫棋精选30首,https://txmov2.a.kwimgs.com/upic/2023/05/08/12/BMjAyMzA1MDgxMjIwNTNfMzQ4MzI0MjA1OF8xMDI1NjYyMjM5MDZfMF8z_b_B0675fa55fe8ce0583fb05fa02330e9f1.mp4
薛之谦精选30首,https://txmov2.a.kwimgs.com/upic/2023/07/28/13/BMjAyMzA3MjgxMzUwMzRfODM0NDUzMTQ2XzEwOTA3NjA4NDU2Nl8wXzM=_b_B480250201ec7378867d92e4d29f7a644.mp4
五月天精选37首,https://txmov2.a.kwimgs.com/upic/2021/12/07/23/BMjAyMTEyMDcyMzU2MzBfMjgwMTM4ODFfNjIzMTcwNTU3MTlfMl8z_b_Bd70a16353267a52b31d11f2cb77c6c5b.mp4
蔡依林精选102首,https://txmov2.a.kwimgs.com/upic/2025/06/12/20/BMjAyNTA2MTIyMDUzMjFfNDQzMTI2Mjg0XzE2NjY1MzM5MjYxMV8yXzM=_b_B3bed4c7c1a80388966791d398e318edd.mp4
任然精选20首,https://txmov2.a.kwimgs.com/upic/2020/09/23/14/BMjAyMDA5MjMxNDA1MjFfMTc4NDYxNDcyNl8zNjQ5NDI4NzI1Nl8yXzM=_b_B0f6d5151ab2c346816996328a0b66b78.mp4
张韶涵精选96首,https://txmov2.a.kwimgs.com/upic/2023/04/24/02/BMjAyMzA0MjQwMjA4MDlfMjE0OTExOTI2N18xMDEzNTM2NjA5OTFfMF8z_b_Baa658d527c452cd09e6dc0e9684c1bed.mp4
王心凌精选69首,https://txmov2.a.kwimgs.com/upic/2023/07/26/22/BMjAyMzA3MjYyMjExNTNfMzYxMjUyNDA3MV8xMDg5NTQ4NjE1ODlfMF8z_b_Bdded2693ce6f7de089cfd7030b45bef7.mp4
莫文蔚精选72首,https://txmov2.a.kwimgs.com/upic/2023/07/27/21/BMjAyMzA3MjcyMTQ2MjdfMzYxMjUyNDA3MV8xMDkwMzM1MjA2NTJfMF8z_b_B144de29e473911c6e9187c9d591b8943.mp4
陈慧琳精选30首,https://txmov2.a.kwimgs.com/upic/2025/02/09/20/BMjAyNTAyMDkyMDIzNTVfMTg1NzcxNTYxOF8xNTY0NDk2NjMzNTZfMl8z_b_Bd072695cb8d3a79a9d1ac8cdb5b3b3bc.mp4
蔡健雅精选30首,https://txmov2.a.kwimgs.com/upic/2023/08/18/21/BMjAyMzA4MTgyMTA4MzZfODM0NDUzMTQ2XzExMDgyNTA1MjcwM18wXzM=_b_B0d509c2419313652932c68153a65e4ed.mp4
王杰精选30首,https://txmov2.a.kwimgs.com/upic/2020/09/06/17/BMjAyMDA5MDYxNzU1MjJfMTc4NDYxNDcyNl8zNTYyMjQ2ODIxNl8yXzM=_b_Bc35f6a28c8cf25ea947bc122c176b034.mp4
乔洋精选20首,https://txmov2.a.kwimgs.com/upic/2024/01/05/17/BMjAyNDAxMDUxNzEwMTJfNDQzMTI2Mjg0XzEyMTM5OTg3NTU2MV8yXzM=_b_Bf81e0b3d32a3fe727949531d0929868e.mp4
庄心妍精选44首,https://txmov2.a.kwimgs.com/upic/2023/09/29/09/BMjAyMzA5MjkwOTEzMDVfMjE0OTExOTI2N18xMTM3OTU3ODM3NzFfMF8z_b_B1909889bf55e6af6f994b05596fb589f.mp4
梁静茹精选40首,https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzA3MTVfODM0NDUzMTQ2XzEwOTgwOTYwMjQ1OV8wXzM=_b_Bd9c215cb7ac961de3d5db54cb7bffed6.mp4
王力宏精选30首,https://txmov2.a.kwimgs.com/upic/2020/09/30/21/BMjAyMDA5MzAyMTU2NTNfODI4NTk1NTQ0XzM2ODY1NDA2MDM3XzJfMw==_b_Bf61393cb3ef5f8ab4b687ae367ed1211.mp4
孙燕姿精选30首,https://txmov2.a.kwimgs.com/upic/2020/07/15/19/BMjAyMDA3MTUxOTA1MzhfNTAyNzg4MTc0XzMY影视NDIzMzUwMjAyXzJfMw==_b_Bd09b171541ea966fd7a324624cfe6c16.mp4
周深精选72首,https://txmov2.a.kwimgs.com/upic/2023/08/07/21/BMjAyMzA4MDcyMTAzMzZfMzYxMjUyNDA3MV8xMDk5Mjc3MDcwMTFfMF8z_b_B707fdf2100370008b57219d4a1dab568.mp4
颜人中精选36首,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000d07m1fnog65i93c1s7qg&ratio=720p&line=0
张惠妹精选10首,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cpfe9nfog65hhstjqpn0&ratio=720p&line=0
刘若英精选50首,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000csi2q17og65ogriq3jv0&ratio=720p&line=0
Alin精选16首,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cvt3q87og65l7fblbmog&ratio=720p&line=0
杨丞琳精选30首,https://txmov2.a.kwimgs.com/upic/2020/09/20/20/BMjAyMDA5MjAyMDAyMDdfODI4NTk1NTQ0XzM2MzcyMzIwMzYzXzJfMw==_b_B8aa481540d89fe5ec2b3507f8209c663.mp4?tag=1-1750931214-std-1-wz3snqjkat-8298da1fe959ffc7&clientCacheKey=3x8t5k75nb5mzyc_b.mp4&tt=b&di=739f67b1&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
卓依婷40首,https://txmov2.a.kwimgs.com/bs3/video-hls/5252041701152345508_hlsb.m3u8
姜育恒40首,https://txmov2.a.kwimgs.com/bs3/video-hls/5228116320942620413_hlsb.m3u8
童安格40首,https://txmov2.a.kwimgs.com/bs3/video-hls/5251760219003853218_hlsb.m3u8
魏佳艺40首,https://txmov2.a.kwimgs.com/bs3/video-hls/5226427471582302532_hlsb.m3u8
